epoch,accuracy_score,balanced_accuracy,roc_score,precision,recall,mcc,loss
0,0.9621273166800967,0.5,0.5,0.9256889735020429,0.9621273166800967,0.0,1.4288387
1,0.9621273166800967,0.5,0.5,0.9256889735020429,0.9621273166800967,0.0,0.9661176
2,0.9621273166800967,0.5,0.5,0.9256889735020429,0.9621273166800967,0.0,0.9114091
3,0.9613215149073328,0.49958123953098826,0.49958123953098826,0.9256595877414157,0.9613215149073328,-0.005634247530197268,0.81657773
4,0.9605157131345688,0.4991624790619765,0.4991624790619765,0.9256301545461464,0.9605157131345688,-0.007971244130602989,0.70435506
5,0.9613215149073328,0.5200203143376457,0.5200203143376457,0.9422474828473748,0.9613215149073328,0.12065845014403989,0.6673232
6,0.9685737308622079,0.7894971310452974,0.7894971310452974,0.968896648211352,0.9685737308622079,0.5731713996756225,0.6944494
7,0.9661563255439162,0.7882408496382622,0.7882408496382622,0.9675584657714817,0.9661563255439162,0.5543423372007847,0.5457673
8,0.9532634971796938,0.7917602195374034,0.7917602195374034,0.9632681218608875,0.9532634971796938,0.48609238089513657,0.52759784
9,0.9097502014504432,0.7895862290174276,0.7895862290174276,0.9575531252035108,0.9097502014504432,0.3647661570178046,0.49228108
10,0.9218372280419017,0.7958676360526034,0.7958676360526035,0.9589748262652429,0.9218372280419017,0.39420539851276476,0.47632495
11,0.8839645447219984,0.8375031184290246,0.8375031184290245,0.9613301467676084,0.8839645447219984,0.3738255095244336,0.5382898
12,0.9427880741337631,0.7965358708435797,0.7965358708435797,0.9615165728620808,0.9427880741337631,0.4506631016734607,0.46324024
13,0.9427880741337631,0.8067554082469083,0.8067554082469083,0.9624509272561291,0.9427880741337631,0.46114032210199746,0.40806314
14,0.9339242546333602,0.7919295056844506,0.7919295056844506,0.9598147166626441,0.9339242546333602,0.41918426150690147,0.5085369
15,0.7195809830781628,0.7622955201539613,0.7622955201539612,0.9559225628771184,0.7195809830781628,0.21774310661593435,0.4913714
16,0.5060435132957293,0.7024216828824976,0.7024216828824975,0.9580910834068498,0.5060435132957293,0.15475927051126143,0.4566958
17,0.6309427880741337,0.7366709433693289,0.7366709433693289,0.9562328127077072,0.6309427880741337,0.1847798678388908,0.3534236
18,0.814665592264303,0.7912701806906874,0.7912701806906876,0.9567403765529663,0.814665592264303,0.27521275990420485,0.42975438
19,0.9161966156325544,0.7827167753661927,0.7827167753661927,0.9572865134488897,0.9161966156325544,0.36936571416254316,0.35493603
20,0.9572925060435133,0.7223172600591611,0.7223172600591611,0.9585955098370738,0.9572925060435133,0.43163175340286514,0.30782345
21,0.9629331184528606,0.8070048825688727,0.8070048825688727,0.9675469107592736,0.9629331184528606,0.5507970764686164,0.34566268
22,0.9500402900886382,0.8105242524680139,0.8105242524680137,0.9641496428590309,0.9500402900886382,0.49142218688771294,0.3017118
23,0.9476228847703465,0.8297070458676361,0.8297070458676361,0.9653638808384438,0.9476228847703465,0.5010752982821469,0.43520156
24,0.846897663174859,0.8080205994511565,0.8080205994511566,0.9581535840863958,0.846897663174859,0.31071909221145017,0.305744
25,0.9258662369057212,0.8184005132043195,0.8184005132043195,0.9614666016269062,0.9258662369057212,0.4259455996119013,0.3501226
26,0.9242546333601934,0.7971239174596386,0.7971239174596386,0.9592994741246776,0.9242546333601934,0.40075803459527887,0.28401634
27,0.9153908138597905,0.8027370897038384,0.8027370897038384,0.9591639862386496,0.9153908138597905,0.3881966301417285,0.21959674
28,0.9403706688154714,0.8054991268398731,0.8054991268398731,0.9619560460785823,0.9403706688154714,0.45203266429936845,0.25888526
29,0.9170024174053183,0.7626964610285469,0.762696461028547,0.9554037966182021,0.9170024174053183,0.35000909355709203,0.1579693
30,0.9460112812248187,0.7982109127196265,0.7982109127196265,0.9622415760399945,0.9460112812248187,0.46360009536471947,0.17450665
31,0.9637389202256245,0.8074236430378845,0.8074236430378845,0.9678906302425883,0.9637389202256245,0.556047616747705,0.15911205
32,0.9572925060435133,0.8040735592857906,0.8040735592857906,0.9654220328336947,0.9572925060435133,0.5173314065209386,0.18666577
33,0.9572925060435133,0.8040735592857906,0.8040735592857906,0.9654220328336947,0.9572925060435133,0.5173314065209386,0.2656866
34,0.8404512489927478,0.794450978295734,0.794450978295734,0.9568061080503608,0.8404512489927478,0.2938311716563428,0.18424828
35,0.9153908138597905,0.8129566271071671,0.8129566271071671,0.9601474451787995,0.9153908138597905,0.39840778072412214,0.21705027
36,0.9669621273166801,0.6762446986706583,0.6762446986706583,0.9613260464153588,0.9669621273166801,0.45309339835127505,0.20258541
37,0.958904109589041,0.5596421825439253,0.5596421825439253,0.9441277606933185,0.958904109589041,0.2018396944104344,0.14628057
