epoch,accuracy_score,balanced_accuracy,roc_score,precision,recall,mcc,loss
0,0.5898587933247753,0.6808227037692679,0.680822703769268,0.7869173133914096,0.5898587933247753,0.30700445805101045,0.7877229
1,0.6630295250320924,0.7253304319229774,0.7253304319229774,0.8047488412196747,0.6630295250320924,0.3788447741861512,0.64959943
2,0.6540436456996149,0.7224546771248049,0.722454677124805,0.8049081313309498,0.6540436456996149,0.3739974812171849,0.5956072
3,0.6302952503209243,0.7129562899264619,0.7129562899264619,0.804133556948906,0.6302952503209243,0.3590010494131203,0.5792556
4,0.521181001283697,0.6658037069948712,0.6658037069948712,0.806405158775338,0.521181001283697,0.2980709290613019,0.5613361
5,0.6181001283697047,0.7079989364605126,0.7079989364605126,0.8039569417157995,0.6181001283697047,0.3516725487861666,0.54875547
6,0.6187419768934531,0.7153049396278078,0.7153049396278078,0.8115096841127925,0.6187419768934531,0.364733137716191,0.53429973
7,0.5725288831835686,0.6892668807739581,0.6892668807739581,0.80489501048303,0.5725288831835686,0.326625351664863,0.5184666
8,0.6630295250320924,0.7272989129040459,0.7272989129040459,0.8065571246540086,0.6630295250320924,0.3821316793169898,0.5192011
9,0.6546854942233633,0.7307449207826344,0.7307449207826344,0.812639117688625,0.6546854942233633,0.3880936250757561,0.49741077
10,0.7387676508344031,0.7616610341055656,0.7616610341055656,0.8184765139579588,0.7387676508344031,0.4488579564571325,0.4960451
11,0.7156611039794608,0.7506104856597093,0.7506104856597093,0.813515108940648,0.7156611039794608,0.4256489936932494,0.4806788
12,0.70795892169448,0.7525043322907847,0.7525043322907848,0.8166118206966108,0.70795892169448,0.4270392904025717,0.48319197
13,0.7387676508344031,0.7655979960677026,0.7655979960677027,0.8214234483899353,0.7387676508344031,0.4546700725901234,0.47260538
14,0.6713735558408216,0.7494431577793482,0.7494431577793482,0.8247450732601563,0.6713735558408216,0.41941107272355044,0.475465
15,0.7163029525032092,0.7608692102986074,0.7608692102986074,0.8216931034648982,0.7163029525032092,0.4416426273857868,0.45476136
16,0.7175866495507061,0.7695757736899922,0.7695757736899922,0.8286893333633881,0.7175866495507061,0.45547762537547754,0.458009
17,0.7163029525032092,0.7667746532418129,0.7667746532418129,0.8266284486294101,0.7163029525032092,0.4508634207064483,0.44164503
18,0.7259306803594352,0.7690824872830064,0.7690824872830065,0.8263707701825747,0.7259306803594352,0.4563661250803025,0.43725568
19,0.7541720154043645,0.7706684672203603,0.7706684672203603,0.8234372093077337,0.7541720154043645,0.46782891696685064,0.43794107
20,0.6765083440308087,0.7508052346667227,0.7508052346667227,0.8241817375050664,0.6765083440308087,0.42163453702170817,0.43056676
21,0.7329910141206675,0.7795674472953211,0.7795674472953211,0.833446172501354,0.7329910141206675,0.474067212736527,0.42716262
22,0.7387676508344031,0.7842985653878538,0.7842985653878536,0.836080014785732,0.7387676508344031,0.4826878769767174,0.41740826
23,0.7156611039794608,0.7742322574325318,0.7742322574325317,0.8332173892461452,0.7156611039794608,0.4625317920155458,0.41207972
24,0.7394094993581515,0.7837306446308748,0.7837306446308747,0.835485539086242,0.7394094993581515,0.4819922810536871,0.41434047
25,0.6681643132220796,0.7503142805831742,0.750314280583174,0.8268474166047959,0.6681643132220796,0.4210246632780023,0.4037069
26,0.7387676508344031,0.7793773629351823,0.7793773629351824,0.8321127186852905,0.7387676508344031,0.4752440464500785,0.4026423
27,0.7008985879332478,0.7587514606175526,0.7587514606175526,0.8237262100920697,0.7008985879332478,0.43596407177056634,0.40479365
28,0.7541720154043645,0.7834635935973058,0.7834635935973058,0.832787034797261,0.7541720154043645,0.48625845184403566,0.3938649
29,0.714377406931964,0.7684784155127496,0.7684784155127496,0.8285656765262619,0.714377406931964,0.4532302536110381,0.39660996
30,0.7702182284980744,0.7879661439929844,0.7879661439929844,0.8344263685274529,0.7702182284980744,0.4995148143843225,0.3884299
31,0.7175866495507061,0.7715442546710607,0.7715442546710609,0.8303712455959867,0.7175866495507061,0.4585715968625529,0.38245583
32,0.6880616174582799,0.7543620279085823,0.7543620279085823,0.8236156003371174,0.6880616174582799,0.42781562063355105,0.3794299
33,0.6976893453145058,0.7645437858740498,0.7645437858740498,0.8299016768742914,0.6976893453145058,0.44508182840773086,0.38264465
34,0.7201540436456996,0.7732095336052822,0.7732095336052822,0.8311420582687478,0.7201540436456996,0.4616172584543173,0.37922263
35,0.6989730423620025,0.7663606658316948,0.7663606658316948,0.8311596927771511,0.6989730423620025,0.44813863902558077,0.37576982
36,0.7246469833119383,0.7731710502685671,0.7731710502685669,0.8300239016086189,0.7246469833119383,0.46239851897240386,0.37528095
37,0.70795892169448,0.7623467371961274,0.7623467371961274,0.8249510248282828,0.70795892169448,0.442579145013207,0.36355212
