epoch,accuracy_score,balanced_accuracy,roc_score,precision,recall,mcc,loss
0,0.27049180327868855,0.600896860986547,0.600896860986547,0.9230167229590576,0.27049180327868855,0.14592743018905938,1.300331
1,0.7868852459016393,0.7108691010036301,0.7108691010036301,0.8944646177554871,0.7868852459016393,0.27954182102013486,0.922791
2,0.6229508196721312,0.707452487721546,0.707452487721546,0.9015685812006133,0.6229508196721312,0.2350220835127471,0.8638525
3,0.6885245901639344,0.8080290412128976,0.8080290412128976,0.925919706296217,0.6885245901639344,0.3543470338560391,0.7611107
4,0.6680327868852459,0.7536835361947469,0.7536835361947469,0.9115460234824989,0.6680327868852459,0.2912848406447876,0.68659776
5,0.9098360655737705,0.7781336749946616,0.7781336749946616,0.9216799711247095,0.9098360655737705,0.4973176808633471,0.5740086
6,0.4918032786885246,0.6788383514840914,0.6788383514840913,0.90778561535518,0.4918032786885246,0.2031068467706165,0.5646428
7,0.7540983606557377,0.7576339953021567,0.7576339953021567,0.9069151953319461,0.7540983606557377,0.31815812392622683,0.60667574
8,0.5901639344262295,0.6679478966474481,0.6679478966474481,0.8919818376246331,0.5901639344262295,0.18918179152351694,0.5686917
9,0.8319672131147541,0.8002348921631433,0.8002348921631433,0.9166157655527533,0.8319672131147541,0.4112453035257996,0.53817487
10,0.8155737704918032,0.7912662822976724,0.7912662822976725,0.9142178235088944,0.8155737704918032,0.3885163937884871,0.517857
11,0.8524590163934426,0.7683109118086696,0.7683109118086697,0.910127213721708,0.8524590163934426,0.39500096188799555,0.45938033
12,0.8852459016393442,0.7215460175101431,0.721546017510143,0.9040714107300143,0.8852459016393442,0.38400580820150754,0.3758156
13,0.6598360655737705,0.7491992312620115,0.7491992312620116,0.910962914247217,0.6598360655737705,0.28513419726660555,0.34305745
14,0.6475409836065574,0.7209054025197523,0.7209054025197523,0.9035013789677441,0.6475409836065574,0.2523462256474597,0.34716734
15,0.8565573770491803,0.7921204356181935,0.7921204356181936,0.9158569299552906,0.8565573770491803,0.4261992470054825,0.4535736
16,0.7540983606557377,0.7360666239590006,0.7360666239590007,0.9013094389573363,0.7540983606557377,0.2940242114996092,0.4894925
17,0.6844262295081968,0.7195174033739056,0.7195174033739056,0.9002899422981391,0.6844262295081968,0.2564232475739664,0.4104809
18,0.8934426229508197,0.8770019218449712,0.8770019218449712,0.9382128921830283,0.8934426229508197,0.565582145909309,0.3184356
19,0.9139344262295082,0.8019431988041854,0.8019431988041853,0.9273489678202793,0.9139344262295082,0.5313876233872024,0.25293761
20,0.8278688524590164,0.7764253683536195,0.7764253683536195,0.9108353610704454,0.8278688524590164,0.38133461463671275,0.24034671
21,0.889344262295082,0.7884902840059791,0.788490284005979,0.9189087110253937,0.889344262295082,0.4672767362996774,0.27410415
22,0.8647540983606558,0.4946615417467436,0.4946615417467436,0.8406094084105488,0.8647540983606558,-0.012875970991856103,0.3269413
23,0.7540983606557377,0.7576339953021567,0.7576339953021567,0.9069151953319461,0.7540983606557377,0.31815812392622683,0.2751748
24,0.9098360655737705,0.7781336749946616,0.7781336749946616,0.9216799711247095,0.9098360655737705,0.4973176808633471,0.30167025
25,0.8401639344262295,0.7831518257527226,0.7831518257527227,0.9128523335563733,0.8401639344262295,0.3995423194468371,0.2848021
26,0.8442622950819673,0.7853939782190904,0.7853939782190904,0.9135665962581379,0.8442622950819673,0.40593344813084875,0.24477682
27,0.8688524590163934,0.7557121503309845,0.7557121503309844,0.9088525446330151,0.8688524590163934,0.399905524827746,0.26013294
28,0.7868852459016393,0.7540038436899423,0.7540038436899423,0.9051330287557108,0.7868852459016393,0.32903485130915994,0.2850361
29,0.8360655737704918,0.7593423019431988,0.7593423019431987,0.9070961527906388,0.8360655737704918,0.3688785430264989,0.21849246
30,0.9139344262295082,0.7588084561178732,0.7588084561178732,0.9195789865871833,0.9139344262295082,0.4874763776832043,0.20364133
31,0.9262295081967213,0.7871022848601323,0.7871022848601323,0.9294965861776479,0.9262295081967213,0.5511485491141155,0.14973721
32,0.860655737704918,0.7943625880845612,0.7943625880845612,0.9166756761370426,0.860655737704918,0.43335362193601423,0.11127124
