epoch,accuracy_score,balanced_accuracy,roc_score,precision,recall,mcc,loss
0,0.5711307972902553,0.6181744613006087,0.6181744613006087,0.6699651074744514,0.5711307972902553,0.2298389913735875,1.029524
1,0.5716519020323085,0.6516710551744129,0.6516710551744129,0.7351849094985718,0.5716519020323085,0.31508305554574895,0.8960966
2,0.5143303804064617,0.6206632283312398,0.6206632283312397,0.749441893771412,0.5143303804064617,0.28435644563667195,0.82304394
3,0.5784262636789995,0.6722606048893613,0.6722606048893613,0.7830244388224468,0.5784262636789995,0.3728912202331565,0.81976247
4,0.5440333507034913,0.6457852207942797,0.6457852207942796,0.7706057440806585,0.5440333507034913,0.3307381773005518,0.7846062
5,0.6367899947889526,0.6875090588462653,0.6875090588462653,0.7372391776356836,0.6367899947889526,0.36301328177580783,0.7860579
6,0.62480458572173,0.6909157889651174,0.6909157889651174,0.7561051646211299,0.62480458572173,0.379015627335358,0.77402276
7,0.6810838978634706,0.7365796212194415,0.7365796212194415,0.7859701301192353,0.6810838978634706,0.45791328441289625,0.7547397
8,0.6638874413757165,0.7242614020678326,0.7242614020678326,0.780315266628782,0.6638874413757165,0.4379371692486453,0.7530311
9,0.7139134966128192,0.7306062179920765,0.7306062179920765,0.7553757311018792,0.7139134966128192,0.4377423228502154,0.7529397
10,0.6539864512767066,0.6884258140883177,0.6884258140883177,0.7267202414718382,0.6539864512767066,0.359080194156197,0.730391
11,0.6508598228243877,0.7088553241859117,0.7088553241859117,0.7636334753518836,0.6508598228243877,0.4073225500601701,0.7134925
12,0.7003647733194373,0.7284127693496956,0.7284127693496957,0.7580470612921584,0.7003647733194373,0.4334301395592652,0.70955163
13,0.7352787910369984,0.7265961687119529,0.7265961687119529,0.7491273244175034,0.7352787910369984,0.43849500955811826,0.69762146
14,0.7430953621677957,0.7343686588076143,0.7343686588076143,0.7560313896602431,0.7430953621677957,0.45403156419093044,0.7015492
15,0.7321521625846795,0.7176025461397236,0.7176025461397236,0.7418871200909368,0.7321521625846795,0.42405767946339495,0.70041716
16,0.7264200104220948,0.726859479176732,0.7268594791767321,0.7491904862958139,0.7264200104220948,0.43462074098256187,0.68550056
17,0.7587285044293903,0.7366732292975167,0.7366732292975167,0.7613033493035453,0.7587285044293903,0.4689173284851649,0.68010974
18,0.7743616466909848,0.7717110348825974,0.7717110348825973,0.7885576496316776,0.7743616466909851,0.5248060567018058,0.66248536
19,0.7430953621677957,0.7590105324185912,0.7590105324185912,0.7794846518506947,0.7430953621677957,0.49225548938594943,0.6900986
20,0.7649817613340282,0.6969175765774471,0.6969175765774471,0.7609222516212829,0.7649817613340282,0.4485883171057374,0.6629365
21,0.7863470557582074,0.7480759010532418,0.7480759010532418,0.7820435696766794,0.7863470557582074,0.5130321663725099,0.6560512
22,0.7170401250651381,0.6840636776500144,0.6840636776500145,0.7163207367064828,0.7170401250651381,0.36908976272832195,0.6558514
23,0.7561229807191245,0.7317530679292685,0.7317530679292685,0.757620143775843,0.7561229807191245,0.46087284711167903,0.6421172
24,0.7290255341323606,0.7498013093052469,0.7498013093052469,0.7732005425460222,0.7290255341323606,0.47395773312550504,0.6637178
25,0.7727983324648254,0.7216083679582568,0.7216083679582569,0.766797779577494,0.7727983324648254,0.4742672867255391,0.67554677
26,0.7347576862949453,0.7471645811189487,0.7471645811189488,0.7684280985436212,0.7347576862949453,0.47023409097617325,0.6349382
27,0.7858259510161543,0.7480481205913614,0.7480481205913615,0.7815981061638421,0.7858259510161543,0.5122191819085654,0.63653696
28,0.7118290776446066,0.6893027104068026,0.6893027104068025,0.7179472811995155,0.7118290776446066,0.37204229471100997,0.6423468
