,aid,teacher_accuracy,teacher_balanced_accuracy,teacher_roc,teacher_precision,teacher_recall,student_accuracy,student_balanced_accuracy,student_roc,student_precision,student_recall
0,411,0.9785458006882917,0.5907678754551022,0.5907678754551023,0.9735579587398607,0.9785458006882917,0.9783261331185472,0.5817060916605299,0.5817060916605298,0.97322621721612,0.9783261331185472
1,519,0.9074074074074074,0.49,0.49,0.8560447239692522,0.9074074074074074,0.9074074074074074,0.49,0.49,0.8560447239692522,0.9074074074074074
2,523,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334
3,679,0.7368421052631579,0.5,0.5,0.5429362880886427,0.7368421052631579,0.7368421052631579,0.5,0.5,0.5429362880886427,0.7368421052631579
4,711,0.75,0.5,0.5,0.5625,0.75,0.75,0.5,0.5,0.5625,0.75
5,712,0.8076923076923077,0.7210084033613445,0.7210084033613445,0.8227986483800437,0.8076923076923077,0.7884615384615384,0.6764705882352942,0.6764705882352942,0.839046822742475,0.7884615384615384
6,713,0.5340909090909091,0.5340909090909091,0.5340909090909092,0.5349761526232114,0.5340909090909091,0.4659090909090909,0.46590909090909094,0.4659090909090909,0.46546310832025123,0.4659090909090909
7,714,0.7777777777777778,0.5,0.5,0.6049382716049383,0.7777777777777778,0.7777777777777778,0.5,0.5,0.6049382716049383,0.7777777777777778
8,716,0.7894736842105263,0.6,0.6,0.8362573099415205,0.7894736842105263,0.7894736842105263,0.6,0.6,0.8362573099415205,0.7894736842105263
9,718,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.5,0.5,0.7901234567901234,0.8888888888888888
10,721,0.7368421052631579,0.5,0.5,0.5429362880886427,0.7368421052631579,0.7368421052631579,0.5,0.5,0.5429362880886427,0.7368421052631579
11,724,0.6666666666666666,0.6285714285714286,0.6285714285714286,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6285714285714286,0.6285714285714286,0.6666666666666666,0.6666666666666666
12,728,0.9411764705882353,0.9615384615384616,0.9615384615384616,0.9529411764705882,0.9411764705882353,0.9411764705882353,0.9615384615384616,0.9615384615384616,0.9529411764705882,0.9411764705882353
13,733,0.6233766233766234,0.6255060728744939,0.625506072874494,0.6409472880061116,0.6233766233766234,0.5714285714285714,0.5742240215924427,0.5742240215924427,0.5914994096812278,0.5714285714285714
14,737,0.6842105263157895,0.5,0.5,0.46814404432132967,0.6842105263157895,0.6842105263157895,0.5,0.5,0.46814404432132967,0.6842105263157895
15,787,0.9459459459459459,0.8598484848484849,0.8598484848484849,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.8598484848484849,0.8598484848484849,0.9459459459459459,0.9459459459459459
16,820,0.8,0.8055555555555556,0.8055555555555555,0.8107142857142856,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6785714285714286,0.6666666666666666
17,825,0.5789473684210527,0.5888888888888889,0.5888888888888888,0.6059379217273954,0.5789473684210527,0.631578947368421,0.65,0.65,0.7927631578947368,0.631578947368421
18,826,0.95,0.5,0.5,0.9025000000000001,0.95,0.95,0.5,0.5,0.9025000000000001,0.95
19,830,0.7272727272727273,0.5,0.5,0.5289256198347108,0.7272727272727273,0.7272727272727273,0.5,0.5,0.5289256198347108,0.7272727272727273
20,831,0.8461538461538461,0.6666666666666666,0.6666666666666666,0.8717948717948718,0.8461538461538461,0.8461538461538461,0.6666666666666666,0.6666666666666666,0.8717948717948718,0.8461538461538461
21,832,0.631578947368421,0.5625,0.5625,0.7748538011695907,0.631578947368421,0.5789473684210527,0.5,0.5,0.335180055401662,0.5789473684210527
22,846,0.8214285714285714,0.6878048780487804,0.6878048780487804,0.8272594752186588,0.8214285714285714,0.8392857142857143,0.7211382113821139,0.7211382113821139,0.8444940476190477,0.8392857142857143
23,851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,852,0.912,0.8289764359351988,0.8289764359351988,0.9115128205128205,0.912,0.904,0.811119293078056,0.8111192930780559,0.9036952380952381,0.904
25,854,0.7692307692307693,0.6944444444444444,0.6944444444444444,0.758974358974359,0.7692307692307693,0.7692307692307693,0.6944444444444444,0.6944444444444444,0.758974358974359,0.7692307692307693
26,855,0.9245283018867925,0.7167464114832536,0.7167464114832537,0.9160336518827086,0.9245283018867925,0.9150943396226415,0.6311004784688995,0.6311004784688995,0.9037643359230485,0.9150943396226415
27,856,0.9333333333333333,0.9615384615384616,0.9615384615384616,0.9555555555555556,0.9333333333333333,0.9333333333333333,0.9615384615384616,0.9615384615384616,0.9555555555555556,0.9333333333333333
28,872,0.9166666666666666,0.5,0.5,0.8402777777777777,0.9166666666666666,0.9166666666666666,0.5,0.5,0.8402777777777777,0.9166666666666666
29,875,0.9996490981823286,0.6428571428571428,0.6428571428571428,0.9996492213316995,0.9996490981823286,0.9996490981823286,0.6428571428571428,0.6428571428571428,0.9996492213316995,0.9996490981823286
30,879,0.9908675799086758,0.5,0.5,0.9818185609140759,0.9908675799086758,0.9908675799086758,0.5,0.5,0.9818185609140759,0.9908675799086758
31,880,0.9966604570857377,0.5294017509522375,0.5294017509522375,0.9949311722406197,0.9966604570857377,0.9967967649597892,0.5257778047856211,0.525777804785621,0.9951061965709902,0.9967967649597892
32,881,0.9955199362835383,0.6130184457185646,0.6130184457185646,0.9953771283056592,0.9955199362835383,0.9955199362835383,0.6130184457185646,0.6130184457185646,0.9953771283056592,0.9955199362835383
33,883,0.8950777202072538,0.6987360166359753,0.6987360166359753,0.8915639571268681,0.8950777202072538,0.8886010362694301,0.6800581256968193,0.6800581256968194,0.8836468616619071,0.8886010362694301
34,884,0.877019280875456,0.8411699314622751,0.8411699314622753,0.8781021137833653,0.877019280875456,0.8707660239708181,0.8301278096717302,0.8301278096717303,0.8731528764166377,0.8707660239708181
35,885,0.9890434049726086,0.6508741258741259,0.6508741258741259,0.9871805860256436,0.9890434049726086,0.9890434049726086,0.6508741258741259,0.6508741258741259,0.9871805860256436,0.9890434049726086
36,886,0.9640796861779863,0.5813702982379371,0.5813702982379371,0.9565655086566665,0.9640796861779863,0.9637720175371125,0.5719952789778926,0.5719952789778925,0.9564682796766205,0.9637720175371125
37,887,0.984266646782492,0.5306440771036885,0.5306440771036885,0.9770971392003874,0.984266646782492,0.9849377376780255,0.5309849087328637,0.5309849087328637,0.9802354529581788,0.9849377376780255
38,889,0.9999275309805058,0.5,0.5,0.9998550672127705,0.9999275309805058,0.9999275309805058,0.5,0.5,0.9998550672127705,0.9999275309805058
39,891,0.8820375335120644,0.7222808244343569,0.7222808244343569,0.8767074534474033,0.8820375335120644,0.8833780160857909,0.7203311485901889,0.7203311485901889,0.8794971452880933,0.8833780160857909
40,892,0.9997894736842106,0.5,0.5,0.9995789916897508,0.9997894736842106,0.9997894736842106,0.5,0.5,0.9995789916897508,0.9997894736842106
41,893,0.9445033313143549,0.7198888354627467,0.7198888354627467,0.940359740511521,0.9445033313143549,0.9429133858267716,0.7096685098685717,0.7096685098685717,0.9385646110997417,0.9429133858267716
42,895,0.8292682926829268,0.5882352941176471,0.5882352941176471,0.8595245446125348,0.8292682926829268,0.8292682926829268,0.5882352941176471,0.5882352941176471,0.8595245446125348,0.8292682926829268
43,896,0.6666666666666666,0.42857142857142855,0.4285714285714286,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.4285714285714286,0.5833333333333334,0.6666666666666666
44,897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,899,0.862002567394095,0.7285166856699541,0.728516685669954,0.8593871141310293,0.862002567394095,0.8607188703465982,0.7246823316445876,0.7246823316445875,0.8583845646300816,0.8607188703465982
