epoch,accuracy_score,balanced_accuracy,roc_score,precision,recall,loss
0,0.42297817715019254,0.6129334331567764,0.6129334331567764,0.8043923573061147,0.42297817715019254,1.0289451
1,0.4492939666238768,0.6339395041946837,0.6339395041946838,0.8182590792229543,0.4492939666238768,0.9667987
2,0.5924261874197689,0.6972515900615034,0.6972515900615033,0.8039001996162255,0.5924261874197689,0.94871706
3,0.5545571245186136,0.689420814120819,0.689420814120819,0.8163099110089319,0.5545571245186136,0.9357581
4,0.5949935815147626,0.7028538309578619,0.7028538309578619,0.8090773650335187,0.5949935815147626,0.9193764
5,0.6893453145057766,0.7394468195271447,0.7394468195271449,0.8099904123639452,0.6893453145057766,0.91033936
6,0.5860077021822849,0.701946557140758,0.701946557140758,0.8128603927163651,0.5860077021822849,0.8989073
7,0.6649550706033376,0.7374060365195204,0.7374060365195205,0.8154180008773517,0.6649550706033376,0.88211703
8,0.6771501925545571,0.7492530734192095,0.7492530734192093,0.8224726577639707,0.6771501925545571,0.87972957
9,0.727214377406932,0.7561357598826375,0.7561357598826375,0.8158936333130644,0.727214377406932,0.8651992
10,0.6803594351732991,0.746413469634315,0.746413469634315,0.8187437280907601,0.6803594351732991,0.8571954
11,0.693196405648267,0.7567083452864909,0.7567083452864909,0.8241544994044077,0.693196405648267,0.85098505
12,0.6887034659820283,0.7596995500948089,0.7596995500948089,0.8283716668540457,0.6887034659820283,0.8417236
13,0.6713735558408216,0.7504273982698825,0.7504273982698826,0.825711341772443,0.6713735558408216,0.8360616
14,0.7362002567394095,0.7718066410577553,0.7718066410577554,0.8265924569677069,0.7362002567394095,0.82390666
15,0.6983311938382541,0.7659443460981396,0.7659443460981394,0.8309837543358309,0.6983311938382541,0.8212213
16,0.6925545571245186,0.7513708231002643,0.7513708231002643,0.8195495229795079,0.6925545571245186,0.81262696
17,0.7227214377406932,0.7670008886152295,0.7670008886152295,0.8253476127915649,0.7227214377406932,0.80569357
18,0.7522464698331194,0.7753249509628997,0.7753249509628998,0.8269878044403882,0.7522464698331194,0.7986395
19,0.7496790757381258,0.7707069505570754,0.7707069505570756,0.8238899863752185,0.7496790757381258,0.80042857
20,0.6880616174582799,0.7573147493801851,0.7573147493801851,0.8263535629731514,0.6880616174582799,0.79939336
21,0.733632862644416,0.7750625645762051,0.7750625645762053,0.8296502499897964,0.733632862644416,0.7864636
22,0.7317073170731707,0.7767663268471419,0.7767663268471419,0.8314262476713102,0.7317073170731707,0.7832434
23,0.6842105263157895,0.7508798690167158,0.7508798690167158,0.8216368338517592,0.6842105263157895,0.7737764
24,0.7265725288831836,0.7694988070165618,0.7694988070165619,0.8265763765821481,0.7265725288831836,0.7756353
25,0.6854942233632862,0.7566337109364978,0.7566337109364978,0.8265817323192439,0.6854942233632862,0.7700058
26,0.711168164313222,0.7644283358639044,0.7644283358639042,0.8259116631466996,0.711168164313222,0.76359993
27,0.7092426187419769,0.7641636171537725,0.7641636171537725,0.8261852904136424,0.7092426187419769,0.76255137
28,0.7490372272143774,0.7761960737667257,0.7761960737667256,0.8280168611841603,0.7490372272143774,0.75571567
29,0.7137355584082157,0.7641251338170572,0.7641251338170573,0.8250102460053486,0.7137355584082157,0.7534476
30,0.7406931964056482,0.7727523982115745,0.7727523982115745,0.8265914780342883,0.7406931964056482,0.7519841
31,0.7894736842105263,0.7915975715848371,0.791597571584837,0.8363707466543064,0.7894736842105263,0.747885
32,0.7207958921694481,0.767720410395632,0.7677204103956321,0.8263666067710987,0.7207958921694481,0.74735785
33,0.7182284980744544,0.7709763339140818,0.7709763339140818,0.8297219612581688,0.7182284980744544,0.74575096
34,0.7207958921694481,0.7667361699050977,0.7667361699050979,0.8255503992295413,0.7207958921694481,0.73702925
35,0.733632862644416,0.7789995265383423,0.7789995265383423,0.8328422329313512,0.733632862644416,0.7338358
36,0.769576379974326,0.7865655837688947,0.7865655837688947,0.8334897297655358,0.769576379974326,0.7366475
37,0.7509627727856226,0.7813819949295289,0.781381994929529,0.8316566122908885,0.7509627727856226,0.72701865
38,0.7175866495507061,0.7705600141805264,0.7705600141805264,0.8295285218330959,0.7175866495507061,0.730803
39,0.7471116816431322,0.7798683170187308,0.7798683170187309,0.8310673157277632,0.7471116816431322,0.71707356
40,0.7400513478818999,0.7792257619117589,0.779225761911759,0.8317524314816028,0.7400513478818999,0.71919584
41,0.7381258023106547,0.7740398407489557,0.7740398407489557,0.8280101627423972,0.7381258023106547,0.71297485
42,0.7233632862644416,0.7723384108014564,0.7723384108014564,0.829626530579176,0.7233632862644416,0.71613157
43,0.7477535301668806,0.7783161557712177,0.7783161557712178,0.829788626578225,0.7477535301668806,0.70717126
44,0.7740693196405648,0.7875113409227138,0.7875113409227138,0.8338854799606937,0.7740693196405648,0.7060149
45,0.7580231065468549,0.7830087905270351,0.7830087905270351,0.8319792998197035,0.7580231065468549,0.7066917
46,0.7381258023106547,0.77502408123949,0.77502408123949,0.8287823726270386,0.7381258023106547,0.7017488
47,0.7394094993581515,0.7788094421782035,0.7788094421782036,0.8315405364495139,0.7394094993581515,0.6994553
48,0.72400513478819,0.7747232115160803,0.7747232115160803,0.8314764584711974,0.72400513478819,0.70036274
49,0.7259306803594352,0.7720352087546092,0.7720352087546093,0.8287918181988359,0.7259306803594352,0.70070535
50,0.7349165596919127,0.7739267230622473,0.7739267230622474,0.8284959171988113,0.7349165596919127,0.7006612
51,0.7573812580231065,0.7865294327556168,0.7865294327556169,0.8346623895428954,0.7573812580231065,0.69240975
52,0.7195121951219512,0.7747616948527953,0.7747616948527953,0.8326379312749757,0.7195121951219512,0.69935715
53,0.7644415917843389,0.7861877473720545,0.7861877473720545,0.8336318911617859,0.7644415917843389,0.68912596
54,0.7214377406931964,0.7760106540534615,0.7760106540534615,0.8332111315423255,0.7214377406931964,0.68506217
55,0.7355584082156611,0.7782800047579398,0.7782800047579398,0.8318594362651923,0.7355584082156611,0.6864455
56,0.7394094993581515,0.7738882397255322,0.7738882397255322,0.8276753694714498,0.7394094993581515,0.68608594
57,0.769576379974326,0.7845971027878262,0.7845971027878262,0.8321186785730634,0.769576379974326,0.67604333
58,0.7593068035943518,0.7828571895036116,0.7828571895036116,0.8317294017296128,0.7593068035943518,0.67681855
59,0.7458279845956355,0.7819883990232229,0.781988399023223,0.8329095139578797,0.7458279845956355,0.6796977
60,0.7541720154043645,0.7854320745783743,0.7854320745783743,0.8342693151743084,0.7541720154043645,0.68068904
61,0.7612323491655969,0.7841061487042778,0.7841061487042778,0.832439067694828,0.7612323491655969,0.6685244
62,0.7541720154043645,0.7795266316351686,0.7795266316351687,0.8298582798211793,0.7541720154043645,0.67330414
63,0.7625160462130937,0.790844231114594,0.7908442311145941,0.8372307537329993,0.7625160462130937,0.673541
64,0.751604621309371,0.7798298336820157,0.7798298336820156,0.8304019479907107,0.751604621309371,0.6701362
65,0.7573812580231065,0.7776712683408085,0.7776712683408085,0.8281659402882756,0.7573812580231065,0.66729313
66,0.727214377406932,0.768930886259583,0.7689308862595828,0.8259841616994643,0.727214377406932,0.66591674
67,0.7496790757381258,0.7785808744813496,0.7785808744813496,0.82972055114864,0.7496790757381258,0.6645954
68,0.7394094993581515,0.7758567207066007,0.7758567207066007,0.8292120450475989,0.7394094993581515,0.66130525
69,0.7432605905006419,0.7724491961647273,0.7724491961647272,0.8259787857018479,0.7432605905006419,0.66363645
70,0.7605905006418485,0.778768626518051,0.778768626518051,0.8286665748047144,0.7605905006418485,0.66239214
71,0.7503209242618742,0.7819499156865077,0.7819499156865077,0.832178677489165,0.7503209242618742,0.6592877
72,0.7560975609756098,0.7827440718169033,0.7827440718169033,0.8320076513338226,0.7560975609756098,0.6602612
73,0.77599486521181,0.7877760596328456,0.7877760596328457,0.8339828909689054,0.77599486521181,0.6551953
74,0.7554557124518614,0.7793750306117451,0.7793750306117451,0.8296007512205978,0.7554557124518614,0.6544515
75,0.77599486521181,0.7710439712937631,0.7710439712937631,0.8230274092209995,0.77599486521181,0.6524739
76,0.7734274711168164,0.7861107806986242,0.7861107806986242,0.8329576171243099,0.7734274711168164,0.65341747
77,0.7804878048780488,0.7867533358055963,0.7867533358055963,0.8331906061643678,0.7804878048780488,0.6467795
78,0.7471116816431322,0.7769155955471281,0.7769155955471282,0.828818133938008,0.7471116816431322,0.6479243
79,0.7586649550706034,0.7804723887889877,0.7804723887889877,0.8300638257248979,0.7586649550706034,0.64345455
80,0.785622593068036,0.7890996531835048,0.7890996531835047,0.8347144736403227,0.785622593068036,0.64664423
81,0.766367137355584,0.7707046182336381,0.7707046182336381,0.8228015792921335,0.766367137355584,0.6389368
82,0.7593068035943518,0.7808887085225431,0.7808887085225431,0.8303018183364522,0.7593068035943518,0.64251935
83,0.7875481386392811,0.7913328528747052,0.7913328528747052,0.8361701819583597,0.7875481386392811,0.63695633
84,0.7792041078305519,0.7829679748668826,0.7829679748668825,0.8307205235961258,0.7792041078305519,0.63955706
85,0.7618741976893453,0.7746800635324904,0.7746800635324905,0.8257000018848691,0.7618741976893453,0.63954186
86,0.7830551989730423,0.7825131717966121,0.7825131717966121,0.8304627102638191,0.7830551989730423,0.6431712
87,0.7798459563543004,0.7814158136193694,0.7814158136193694,0.8297153326664405,0.7798459563543004,0.6339478
88,0.7670089858793325,0.7849003048346732,0.7849003048346732,0.8325026216981304,0.7670089858793325,0.6386204
89,0.7734274711168164,0.7802053377554186,0.7802053377554186,0.8289727464304703,0.7734274711168164,0.6299809
90,0.7843388960205392,0.7823615707731886,0.7823615707731885,0.8303983931346455,0.7843388960205392,0.63275117
91,0.7721437740693197,0.7734672553451023,0.7734672553451022,0.8245441469062501,0.7721437740693197,0.62959045
92,0.7901155327342747,0.7861084483751869,0.7861084483751869,0.8329548092818633,0.7901155327342747,0.6319373
93,0.7824133504492939,0.772254447157714,0.772254447157714,0.8240436223925319,0.7824133504492939,0.6298575
94,0.7894736842105263,0.7797866856984259,0.7797866856984259,0.829059780486598,0.7894736842105263,0.62444514
95,0.7875481386392811,0.7746007645356228,0.7746007645356229,0.8258065978108555,0.7875481386392811,0.6313937
96,0.7734274711168164,0.7762683757932816,0.7762683757932815,0.8263697225852156,0.7734274711168164,0.6246754
97,0.7772785622593068,0.7679396487987369,0.7679396487987369,0.8211289625921515,0.7772785622593068,0.6233953
98,0.7715019255455713,0.7720666951210127,0.7720666951210126,0.8236323426246893,0.7715019255455713,0.6256503
99,0.7753530166880617,0.7765330945034133,0.7765330945034133,0.8265361043870316,0.7753530166880617,0.62288195
100,0.7939666238767651,0.7787639618711765,0.7787639618711766,0.8288335683137947,0.7939666238767651,0.6185817
101,0.785622593068036,0.7753202863160251,0.7753202863160251,0.8261034967122182,0.785622593068036,0.62129027
102,0.7875481386392811,0.7873958909125682,0.7873958909125681,0.8336633039093237,0.7875481386392811,0.6163492
103,0.7792041078305519,0.7849364558479511,0.784936455847951,0.8320091870245006,0.7792041078305519,0.6189843
104,0.7689345314505777,0.7831965425637366,0.7831965425637366,0.8311859626664849,0.7689345314505777,0.6165421
105,0.7907573812580231,0.7845562871276737,0.7845562871276737,0.8320352325902295,0.7907573812580231,0.61431986
106,0.7849807445442876,0.771951245110867,0.771951245110867,0.8240265736832595,0.7849807445442876,0.6200409
107,0.7933247753530167,0.7832688445902924,0.7832688445902924,0.8314317885350845,0.7933247753530167,0.6177732
108,0.7817715019255456,0.7836490133105698,0.7836490133105698,0.8311702504647948,0.7817715019255456,0.6129485
109,0.7772785622593068,0.7767978132135451,0.7767978132135451,0.8267187409008161,0.7772785622593068,0.6117811
110,0.7869062901155327,0.7899322926506156,0.7899322926506156,0.8352637305152253,0.7869062901155327,0.6087826
111,0.7740693196405648,0.7825901384700424,0.7825901384700424,0.8305507541853147,0.7740693196405648,0.6126314
112,0.7926829268292683,0.7848210058378056,0.7848210058378056,0.8323165288185488,0.7926829268292683,0.6117771
113,0.7881899871630296,0.7769855652502466,0.7769855652502466,0.8272831688276591,0.7881899871630296,0.60799265
114,0.7894736842105263,0.7788024452078917,0.7788024452078917,0.8284675004896612,0.7894736842105263,0.60381484
115,0.7894736842105263,0.7817551666794944,0.7817551666794944,0.8302520531050515,0.7894736842105263,0.6042604
116,0.7792041078305519,0.7760782914331428,0.7760782914331428,0.8262932052446349,0.7792041078305519,0.6013719
117,0.7881899871630296,0.7838752486839865,0.7838752486839864,0.8314852918264997,0.7881899871630296,0.6022084
118,0.769576379974326,0.772786216901415,0.772786216901415,0.824121447402929,0.769576379974326,0.60852224
119,0.766367137355584,0.7785785421579123,0.7785785421579123,0.8281398374626902,0.766367137355584,0.6070631
120,0.7753530166880617,0.7696434110696735,0.7696434110696735,0.8221255983001501,0.7753530166880617,0.6005569
121,0.7702182284980744,0.7741867771255047,0.7741867771255047,0.82503781002154,0.7702182284980744,0.6082284
122,0.77599486521181,0.7720282117842974,0.7720282117842974,0.8236510864826673,0.77599486521181,0.6033616
123,0.788831835686778,0.7783861254743363,0.7783861254743363,0.8281712356976826,0.788831835686778,0.59667224
124,0.7901155327342747,0.77528180297931,0.7752818029793098,0.8264267123471195,0.7901155327342747,0.6023762
125,0.7913992297817715,0.7741459614653522,0.7741459614653522,0.8258871268735659,0.7913992297817715,0.59993404
126,0.7734274711168164,0.7742998948122131,0.774299894812213,0.8250839034022601,0.7734274711168164,0.5951258
127,0.7836970474967908,0.7819452510396332,0.7819452510396332,0.8301180056798823,0.7836970474967908,0.59708637
128,0.7881899871630296,0.7789540462313151,0.7789540462313151,0.8284709172650662,0.7881899871630296,0.59826607
