epoch,accuracy_score,balanced_accuracy,roc_score,precision,recall,mcc,loss
0,0.7225691347011597,0.649866017464222,0.6498660174642221,0.7328856513003648,0.7225691347011597,0.28990843239741043,0.9615588
1,0.7127564674397859,0.6974572904251093,0.6974572904251093,0.7623333104599831,0.7127564674397859,0.35470513818229665,0.7394996
2,0.6431757359500446,0.720422404246866,0.720422404246866,0.7985032769200068,0.6431757359500446,0.3841993830413522,0.6652227
3,0.6628010704727921,0.7146996170719955,0.7146996170719955,0.7847815872300952,0.6628010704727921,0.3726451757074533,0.6266558
4,0.7109723461195361,0.7033280078445295,0.7033280078445295,0.7666189658046816,0.7109723461195361,0.36287703497890955,0.5908045
5,0.6913470115967886,0.7396554493275513,0.7396554493275515,0.8003492680926209,0.6913470115967886,0.41635377900486176,0.56575567
6,0.6993755575379126,0.7261853439166857,0.7261853439166857,0.7861172941016645,0.6993755575379126,0.39528490027147584,0.54353404
7,0.7350579839429081,0.7041162647190593,0.7041162647190593,0.7676123238608913,0.7350579839429081,0.37493501391044626,0.5255345
8,0.7457627118644068,0.744226493884141,0.7442264938841411,0.7952716638005901,0.7457627118644068,0.43766139177381885,0.51094234
9,0.72078501338091,0.7451964936305464,0.7451964936305463,0.7984631857729741,0.72078501338091,0.4301446393174464,0.5079668
10,0.655664585191793,0.7334740783945765,0.7334740783945765,0.8075816838328819,0.655664585191793,0.4065690110840269,0.49286282
11,0.7564674397859055,0.7596175791849467,0.7596175791849465,0.8061263352154364,0.7564674397859055,0.4648060060852979,0.4887076
12,0.7082961641391614,0.7580410654358871,0.7580410654358869,0.8129495824159818,0.7082961641391614,0.4485756212339896,0.48476002
13,0.7368421052631579,0.7618090600934919,0.7618090600934919,0.8097212408777946,0.7368421052631579,0.46031281943701374,0.477754
14,0.7957181088314005,0.7246299630597046,0.7246299630597046,0.7940686037400596,0.7957181088314005,0.45305579259193063,0.4714422
15,0.7644959857270295,0.7685124134608069,0.768512413460807,0.8123466321937729,0.7644959857270295,0.48141126020601094,0.45134956
16,0.7252453166815344,0.7493533335023965,0.7493533335023965,0.8012079690287418,0.7252453166815344,0.43779155024883026,0.47337118
17,0.784121320249777,0.6544962341186316,0.6544962341186316,0.7655663457705792,0.784121320249777,0.363567402983543,0.453281
18,0.7671721677074042,0.7396956018225007,0.7396956018225006,0.7933462664995177,0.7671721677074042,0.4439031894942957,0.4536925
